month,mean,median,std,p10,p25,p50,p75,p90
51,56.57323825777506,55.71717259843214,30.182865548368262,14.734244429955623,30.68653832061735,55.71717259843214,83.75335857912226,100.0
52,56.4204612957818,56.08787448641435,30.226709741167507,14.962450517423761,30.61516974363043,56.08787448641435,84.00640700049148,100.0
53,56.29181249691959,56.05060234885151,30.21248669577726,14.734625513785554,30.25970839700963,56.05060234885151,83.2433598027974,100.0
54,56.27984955095847,55.69475950077394,30.392547077532157,14.669720364485872,30.19273631410352,55.69475950077394,84.12145340106909,100.0
55,56.219994356714864,55.916618347050175,30.392955217333732,14.50853040092479,29.633051908431614,55.916618347050175,83.73337881989937,100.0
56,56.13916152484831,55.70443930923161,30.433026188680582,14.214701271940676,29.724426768197652,55.70443930923161,83.71220098767712,100.0
57,56.06663960710937,55.95849376172085,30.45176267964183,14.301935557768768,29.483954138989553,55.95849376172085,83.38594699677991,100.0
58,55.98661146379813,55.735988961630554,30.458123300493316,14.302651851532964,29.35293301012123,55.735988961630554,83.31742525239221,100.0
59,55.82677333028562,55.56965495926735,30.46298221706601,14.005070693648603,29.092369372137377,55.56965495926735,83.275487241225,100.0
60,55.681234248139255,55.47067114752452,30.39864376334269,14.286696446456649,29.25598357036793,55.47067114752452,82.76247240202409,100.0
