event_id,event_name,metric,pre_mean,post_mean,pre_abnormal_mean,post_abnormal_mean,abnormal_return_change,t_statistic,p_value,is_significant,trend_params
4237.0,AI & Tech Summit 2025,research_velocity,3512.5,3828.75,-0.017818107556161866,19.50931212000615,19.50931212000615,1.5391249764426433,0.1623358902193764,False,"[3725.5566792103555, -0.023851485449198018]"
4237.0,AI & Tech Summit 2025,nvda_return,-0.11137568418614287,0.14153306040997066,7.941142134785766e+41,-7.947250842723643e+66,-7.947250842723643e+66,-1.2649110605256066,0.24150397311894173,False,"[-0.3202741326549596, -18.732906490064945]"
4370.0,See how the Middle East is people-powering the digital revolution,research_velocity,4506.166666666667,4868.833333333333,-0.020618622895404393,-5.203635438386286,-5.203635438386286,-0.554093044921167,0.5916893631427023,False,"[4220.283086324665, 0.026451800707022723]"
4370.0,See how the Middle East is people-powering the digital revolution,nvda_return,0.16165738162651355,0.05386382779206805,-0.09774711230661914,-51.46129882039437,-51.46129882039437,-0.9361038507950784,0.3712751319757701,False,"[0.1817393748729303, -0.049281294638162644]"
4369.0,Saudi Arabia allocates $453m for 2024–2025 sports initiatives,research_velocity,6183.0,7416.333333333333,-0.05674117346183527,-3.6223995354182406,-3.6223995354182406,-0.3394983803418231,0.7412565641292947,False,"[5526.177452125665, 0.043450009331147545]"
4369.0,Saudi Arabia allocates $453m for 2024–2025 sports initiatives,nvda_return,0.015095076850630733,0.03614772561536393,-28.2140580917529,-62.033722567403025,-62.033722567403025,-0.14906948449060642,0.8844622035584955,False,"[0.010921825334888433, 0.14399714583860346]"
