month,mean,median,std,p10,p25,p50,p75,p90
50,76.36576362330904,81.73110824247004,22.35936602010067,42.44744637243234,61.65509881345798,81.73110824247004,96.99654408289065,100.0
51,76.4339938927638,81.50472998651227,22.400153881118605,42.55086752731592,61.88434637923734,81.50472998651227,97.2514688639341,100.0
52,76.49207344573962,82.15737239181391,22.42448701230048,42.46476948475994,61.80709212378257,82.15737239181391,97.38267187990763,100.0
53,76.45027778034415,81.78818782710565,22.40885973074823,42.66568153282196,61.53082333134812,81.78818782710565,97.3708593220363,100.0
54,76.52680295459143,81.96650750320396,22.39753913212523,42.697731615956215,61.506725207918464,81.96650750320396,97.35630256090549,100.0
55,76.61951247437042,81.94417498621729,22.320340609442358,42.937696867924465,62.10828255893492,81.94417498621729,97.19195336590431,100.0
56,76.66266248740769,82.03568616968656,22.295912351550704,43.04856704563478,62.16134200646944,82.03568616968656,97.53586042732897,100.0
57,76.80391191659716,82.25849740789317,22.287672517675613,42.89148718351955,62.51825988941682,82.25849740789317,97.53994368228985,100.0
58,76.85882476840675,82.30050521871064,22.319666759644733,42.214543932693545,62.949541354623534,82.30050521871064,97.83715582635969,100.0
59,76.93055398563145,82.18433991000549,22.266551864436043,42.4946184856881,62.98163851320587,82.18433991000549,97.75203881537819,100.0
60,76.99093010801523,82.26910372594347,22.27555210963923,42.86320881409018,62.887412606104334,82.26910372594347,97.92929131702783,100.0
